result_id,student_id,course_id,teacher_id,marks_obtained,total_marks,percentage,grade,status,semester,exam_type,remarks,created_at
R0016087,S000457,C00145,T00022,33.0,100.0,33.0,F,Fail,3,Mid,,2026-08-08 12:43:09.086
R0016088,S001684,C00052,T00235,48.0,100.0,48.0,F,Fail,8,Final,Needs Improvement,2026-08-08 12:43:09.086
R0016089,S000750,C00114,T00031,12.0,50.0,24.0,F,Fail,7,Mid,,2026-08-08 12:43:09.086
R0016090,S000795,C00043,T00121,23.0,30.0,76.67,B,Pass,4,Quiz,Needs Improvement,2026-08-08 12:43:09.086
R0016091,S001848,C00006,T00241,19.0,20.0,95.0,A+,Pass,5,Quiz,Average Performance,2026-08-08 12:43:09.086
R0016092,S001204,C00115,T00092,25.0,30.0,83.33,B+,Pass,1,Final,Excellent,2026-08-08 12:43:09.086
R0016093,S000661,C00031,T00063,36.0,100.0,36.0,F,Fail,7,Final,Average Performance,2026-08-08 12:43:09.086
R0016094,S001399,C00032,T00030,57.0,100.0,57.0,D,Pass,8,Final,Average Performance,2026-08-08 12:43:09.086
R0016095,S001840,C00098,T00297,18.0,20.0,90.0,A+,Pass,7,Mid,Average Performance,2026-08-08 12:43:09.086
R0016096,S001390,C00147,T00037,28.0,50.0,56.0,D,Pass,2,Assignment,Needs Improvement,2026-08-08 12:43:09.086
R0016097,S001807,C00084,T00069,48.0,100.0,48.0,F,Fail,5,Quiz,,2026-08-08 12:43:09.086
R0016098,S000822,C00025,T00004,15.0,20.0,75.0,B,Pass,6,Quiz,Needs Improvement,2026-08-08 12:43:09.086
R0016099,S001625,C00130,T00218,14.0,50.0,28.0,F,Fail,8,Assignment,,2026-08-08 12:43:09.086
R0016100,S000346,C00107,T00060,15.0,30.0,50.0,D,Pass,1,Quiz,Average Performance,2026-08-08 12:43:09.086
R0016101,S001534,C00064,T00273,20.0,20.0,100.0,A+,Pass,6,Mid,Excellent,2026-08-08 12:43:09.086
R0016102,S001141,C00109,T00065,92.0,100.0,92.0,A+,Pass,5,Final,Excellent,2026-08-08 12:43:09.086
R0016103,S000885,C00045,T00172,49.0,100.0,49.0,F,Fail,2,Mid,Needs Improvement,2026-08-08 12:43:09.086
R0016104,S000480,C00130,T00218,28.0,100.0,28.0,F,Fail,8,Quiz,Needs Improvement,2026-08-08 12:43:09.086
R0016105,S001755,C00114,T00031,19.0,20.0,95.0,A+,Pass,7,Final,Needs Improvement,2026-08-08 12:43:09.086
R0016106,S000408,C00144,T00133,70.0,100.0,70.0,C+,Pass,7,Final,Average Performance,2026-08-08 12:43:09.086
R0016107,S001269,C00147,T00037,26.0,30.0,86.67,A,Pass,2,Assignment,Needs Improvement,2026-08-08 12:43:09.086
R0016108,S001544,C00051,T00175,52.0,100.0,52.0,D,Pass,1,Final,Average Performance,2026-08-08 12:43:09.086
R0016109,S001153,C00046,T00068,55.0,100.0,55.0,D,Pass,1,Assignment,,2026-08-08 12:43:09.086
R0016110,S000141,C00071,T00233,56.0,100.0,56.0,D,Pass,6,Assignment,Needs Improvement,2026-08-08 12:43:09.086
R0016111,S000375,C00082,T00100,16.0,30.0,53.33,D,Pass,6,Final,Needs Improvement,2026-08-08 12:43:09.086
R0016112,S000391,C00017,T00048,16.0,30.0,53.33,D,Pass,2,Final,Needs Improvement,2026-08-08 12:43:09.086
R0016113,S000947,C00060,T00075,18.0,20.0,90.0,A+,Pass,1,Quiz,,2026-08-08 12:43:09.086
R0016114,S000610,C00136,T00274,39.0,100.0,39.0,F,Fail,7,Quiz,,2026-08-08 12:43:09.086
R0016115,S001890,C00096,T00167,57.0,100.0,57.0,D,Pass,5,Assignment,Average Performance,2026-08-08 12:43:09.086
R0016116,S000759,C00007,T00014,5.0,20.0,25.0,F,Fail,8,Quiz,,2026-08-08 12:43:09.086
R0016117,S001974,C00106,T00128,19.0,20.0,95.0,A+,Pass,2,Assignment,Needs Improvement,2026-08-08 12:43:09.086
R0016118,S000191,C00014,T00219,39.0,100.0,39.0,F,Fail,3,Quiz,,2026-08-08 12:43:09.087
R0016119,S001422,C00139,T00176,18.0,30.0,60.0,C,Pass,8,Assignment,Average Performance,2026-08-08 12:43:09.087
R0016120,S001304,C00129,T00031,6.0,20.0,30.0,F,Fail,1,Mid,Excellent,2026-08-08 12:43:09.087
R0016121,S001805,C00143,T00114,17.0,50.0,34.0,F,Fail,5,Assignment,,2026-08-08 12:43:09.087
R0016122,S001116,C00059,T00300,25.0,50.0,50.0,D,Pass,8,Quiz,Excellent,2026-08-08 12:43:09.087
R0016123,S000058,C00099,T00092,17.0,20.0,85.0,A,Pass,3,Mid,Excellent,2026-08-08 12:43:09.087
R0016124,S001974,C00017,T00048,76.0,100.0,76.0,B,Pass,2,Mid,Average Performance,2026-08-08 12:43:09.087
R0016125,S000102,C00140,T00187,91.0,100.0,91.0,A+,Pass,4,Quiz,Average Performance,2026-08-08 12:43:09.087
R0016126,S000636,C00053,T00070,44.0,100.0,44.0,F,Fail,3,Final,Needs Improvement,2026-08-08 12:43:09.087
R0016127,S001329,C00015,T00109,98.0,100.0,98.0,A+,Pass,4,Final,Excellent,2026-08-08 12:43:09.087
R0016128,S000627,C00075,T00234,92.0,100.0,92.0,A+,Pass,5,Final,Average Performance,2026-08-08 12:43:09.087
R0016129,S001287,C00122,T00216,28.0,30.0,93.33,A+,Pass,6,Mid,Needs Improvement,2026-08-08 12:43:09.087
R0016130,S001268,C00025,T00004,22.0,30.0,73.33,C+,Pass,6,Quiz,,2026-08-08 12:43:09.087
R0016131,S001542,C00132,T00193,17.0,20.0,85.0,A,Pass,3,Assignment,,2026-08-08 12:43:09.087
R0016132,S001795,C00086,T00172,12.0,30.0,40.0,F,Fail,7,Mid,Excellent,2026-08-08 12:43:09.087
R0016133,S000258,C00137,T00280,18.0,20.0,90.0,A+,Pass,5,Quiz,Average Performance,2026-08-08 12:43:09.087
R0016134,S001529,C00142,T00030,9.0,20.0,45.0,F,Fail,3,Final,Average Performance,2026-08-08 12:43:09.087
R0016135,S000800,C00110,T00249,11.0,20.0,55.0,D,Pass,3,Mid,Needs Improvement,2026-08-08 12:43:09.087
R0016136,S000833,C00002,T00001,44.0,50.0,88.0,A,Pass,7,Mid,Needs Improvement,2026-08-08 12:43:09.087
R0016137,S000039,C00101,T00067,32.0,50.0,64.0,C,Pass,5,Final,Needs Improvement,2026-08-08 12:43:09.087
R0016138,S000141,C00122,T00216,14.0,20.0,70.0,C+,Pass,6,Quiz,Needs Improvement,2026-08-08 12:43:09.087
R0016139,S000619,C00097,T00191,15.0,30.0,50.0,D,Pass,4,Assignment,Excellent,2026-08-08 12:43:09.087
R0016140,S000272,C00063,T00010,19.0,50.0,38.0,F,Fail,2,Quiz,Average Performance,2026-08-08 12:43:09.087
R0016141,S000174,C00130,T00218,20.0,20.0,100.0,A+,Pass,8,Final,Excellent,2026-08-08 12:43:09.087
R0016142,S001589,C00013,T00291,37.0,100.0,37.0,F,Fail,6,Quiz,Needs Improvement,2026-08-08 12:43:09.087
R0016143,S001287,C00054,T00130,40.0,50.0,80.0,B+,Pass,6,Mid,,2026-08-08 12:43:09.087
R0016144,S000819,C00044,T00201,19.0,20.0,95.0,A+,Pass,4,Final,Excellent,2026-08-08 12:43:09.087
R0016145,S001284,C00058,T00187,27.0,50.0,54.0,D,Pass,4,Final,,2026-08-08 12:43:09.087
R0016146,S000815,C00089,T00208,48.0,100.0,48.0,F,Fail,4,Mid,Excellent,2026-08-08 12:43:09.087
R0016147,S001453,C00009,T00037,69.0,100.0,69.0,C,Pass,7,Assignment,Excellent,2026-08-08 12:43:09.087
R0016148,S001785,C00059,T00300,33.0,100.0,33.0,F,Fail,8,Mid,Needs Improvement,2026-08-08 12:43:09.087
R0016149,S000593,C00042,T00286,7.0,30.0,23.33,F,Fail,5,Final,,2026-08-08 12:43:09.087
R0016150,S000725,C00127,T00246,10.0,20.0,50.0,D,Pass,1,Mid,Excellent,2026-08-08 12:43:09.087
R0016151,S000761,C00141,T00199,22.0,30.0,73.33,C+,Pass,2,Assignment,Needs Improvement,2026-08-08 12:43:09.087
R0016152,S000632,C00147,T00037,40.0,50.0,80.0,B+,Pass,2,Assignment,Needs Improvement,2026-08-08 12:43:09.087
R0016153,S000476,C00010,T00168,36.0,50.0,72.0,C+,Pass,3,Final,Needs Improvement,2026-08-08 12:43:09.087
R0016154,S001383,C00079,T00251,8.0,30.0,26.67,F,Fail,4,Assignment,,2026-08-08 12:43:09.087
R0016155,S000132,C00058,T00187,17.0,20.0,85.0,A,Pass,4,Final,Excellent,2026-08-08 12:43:09.087
R0016156,S000488,C00025,T00004,47.0,50.0,94.0,A+,Pass,6,Quiz,Average Performance,2026-08-08 12:43:09.087
R0016157,S001961,C00144,T00133,28.0,100.0,28.0,F,Fail,7,Final,Average Performance,2026-08-08 12:43:09.087
R0016158,S001621,C00027,T00286,15.0,30.0,50.0,D,Pass,2,Mid,Needs Improvement,2026-08-08 12:43:09.087
R0016159,S001722,C00076,T00019,8.0,20.0,40.0,F,Fail,5,Assignment,,2026-08-08 12:43:09.087
R0016160,S000751,C00038,T00086,46.0,50.0,92.0,A+,Pass,7,Assignment,Excellent,2026-08-08 12:43:09.087
R0016161,S000849,C00051,T00175,15.0,30.0,50.0,D,Pass,1,Mid,Excellent,2026-08-08 12:43:09.087
R0016162,S000245,C00141,T00199,14.0,30.0,46.67,F,Fail,2,Mid,Excellent,2026-08-08 12:43:09.087
R0016163,S000268,C00051,T00175,51.0,100.0,51.0,D,Pass,1,Final,Average Performance,2026-08-08 12:43:09.087
R0016164,S001518,C00070,T00191,48.0,50.0,96.0,A+,Pass,7,Mid,Excellent,2026-08-08 12:43:09.087
R0016165,S000252,C00022,T00119,29.0,30.0,96.67,A+,Pass,7,Final,Average Performance,2026-08-08 12:43:09.087
R0016166,S001277,C00112,T00084,92.0,100.0,92.0,A+,Pass,4,Quiz,Excellent,2026-08-08 12:43:09.087
R0016167,S000063,C00078,T00073,32.0,50.0,64.0,C,Pass,6,Final,Needs Improvement,2026-08-08 12:43:09.087
R0016168,S001913,C00004,T00237,12.0,20.0,60.0,C,Pass,2,Final,,2026-08-08 12:43:09.087
R0016169,S001232,C00104,T00041,9.0,30.0,30.0,F,Fail,1,Assignment,Needs Improvement,2026-08-08 12:43:09.087
R0016170,S001695,C00140,T00187,16.0,50.0,32.0,F,Fail,4,Mid,Needs Improvement,2026-08-08 12:43:09.087
R0016171,S001046,C00005,T00214,12.0,20.0,60.0,C,Pass,8,Final,Excellent,2026-08-08 12:43:09.087
R0016172,S000781,C00083,T00185,9.0,30.0,30.0,F,Fail,1,Final,Average Performance,2026-08-08 12:43:09.087
R0016173,S000549,C00005,T00214,14.0,30.0,46.67,F,Fail,8,Final,Average Performance,2026-08-08 12:43:09.087
R0016174,S000346,C00077,T00274,20.0,30.0,66.67,C,Pass,1,Quiz,,2026-08-08 12:43:09.087
R0016175,S000387,C00062,T00147,43.0,100.0,43.0,F,Fail,5,Final,Needs Improvement,2026-08-08 12:43:09.087
R0016176,S001177,C00138,T00275,38.0,50.0,76.0,B,Pass,5,Final,Excellent,2026-08-08 12:43:09.087
R0016177,S000045,C00085,T00080,18.0,30.0,60.0,C,Pass,6,Mid,Excellent,2026-08-08 12:43:09.087
R0016178,S001492,C00044,T00201,18.0,50.0,36.0,F,Fail,4,Final,,2026-08-08 12:43:09.087
R0016179,S001746,C00017,T00048,25.0,30.0,83.33,B+,Pass,2,Assignment,Excellent,2026-08-08 12:43:09.087
R0016180,S001422,C00130,T00218,14.0,30.0,46.67,F,Fail,8,Mid,Excellent,2026-08-08 12:43:09.087
R0016181,S001759,C00135,T00280,19.0,20.0,95.0,A+,Pass,1,Final,Average Performance,2026-08-08 12:43:09.087
R0016182,S000364,C00054,T00130,19.0,20.0,95.0,A+,Pass,6,Assignment,Needs Improvement,2026-08-08 12:43:09.087
R0016183,S001391,C00133,T00103,85.0,100.0,85.0,A,Pass,2,Assignment,Excellent,2026-08-08 12:43:09.087
R0016184,S001494,C00111,T00184,29.0,100.0,29.0,F,Fail,2,Assignment,Average Performance,2026-08-08 12:43:09.088
R0016185,S000641,C00030,T00118,15.0,30.0,50.0,D,Pass,6,Quiz,,2026-08-08 12:43:09.088
R0016186,S000548,C00085,T00080,7.0,30.0,23.33,F,Fail,6,Final,Average Performance,2026-08-08 12:43:09.088
R0016187,S000521,C00041,T00036,16.0,20.0,80.0,B+,Pass,3,Quiz,Excellent,2026-08-08 12:43:09.088
R0016188,S001625,C00052,T00235,30.0,50.0,60.0,C,Pass,8,Mid,Excellent,2026-08-08 12:43:09.088
R0016189,S000818,C00035,T00148,14.0,30.0,46.67,F,Fail,1,Final,Needs Improvement,2026-08-08 12:43:09.088
R0016190,S001232,C00104,T00041,5.0,20.0,25.0,F,Fail,1,Assignment,Needs Improvement,2026-08-08 12:43:09.088
R0016191,S001549,C00122,T00216,9.0,20.0,45.0,F,Fail,6,Quiz,Average Performance,2026-08-08 12:43:09.088
R0016192,S000998,C00083,T00185,13.0,30.0,43.33,F,Fail,1,Assignment,Average Performance,2026-08-08 12:43:09.088
R0016193,S001162,C00039,T00020,15.0,20.0,75.0,B,Pass,3,Assignment,Excellent,2026-08-08 12:43:09.088
R0016194,S001337,C00048,T00148,7.0,30.0,23.33,F,Fail,3,Assignment,,2026-08-08 12:43:09.088
R0016195,S001745,C00011,T00133,37.0,100.0,37.0,F,Fail,5,Mid,Average Performance,2026-08-08 12:43:09.088
R0016196,S001152,C00025,T00004,17.0,20.0,85.0,A,Pass,6,Mid,Excellent,2026-08-08 12:43:09.088
R0016197,S001123,C00091,T00201,25.0,50.0,50.0,D,Pass,5,Mid,Excellent,2026-08-08 12:43:09.088
R0016198,S001694,C00141,T00199,98.0,100.0,98.0,A+,Pass,2,Mid,Needs Improvement,2026-08-08 12:43:09.088
R0016199,S001891,C00089,T00208,59.0,100.0,59.0,D,Pass,4,Quiz,Needs Improvement,2026-08-08 12:43:09.088
R0016200,S000489,C00107,T00060,76.0,100.0,76.0,B,Pass,1,Final,Excellent,2026-08-08 12:43:09.088
R0016201,S001433,C00042,T00286,15.0,30.0,50.0,D,Pass,5,Final,,2026-08-08 12:43:09.088
R0016202,S001750,C00059,T00300,19.0,30.0,63.33,C,Pass,8,Assignment,Excellent,2026-08-08 12:43:09.088
R0016203,S001377,C00111,T00184,55.0,100.0,55.0,D,Pass,2,Assignment,Excellent,2026-08-08 12:43:09.088
R0016204,S001490,C00136,T00274,8.0,20.0,40.0,F,Fail,7,Final,Average Performance,2026-08-08 12:43:09.088
R0016205,S001243,C00125,T00073,37.0,50.0,74.0,C+,Pass,2,Mid,Excellent,2026-08-08 12:43:09.088
R0016206,S000418,C00006,T00241,43.0,100.0,43.0,F,Fail,5,Final,,2026-08-08 12:43:09.088
R0016207,S001081,C00072,T00015,7.0,20.0,35.0,F,Fail,6,Assignment,Average Performance,2026-08-08 12:43:09.088
R0016208,S001079,C00104,T00041,46.0,100.0,46.0,F,Fail,1,Mid,,2026-08-08 12:43:09.088
R0016209,S001132,C00089,T00208,16.0,50.0,32.0,F,Fail,4,Assignment,Average Performance,2026-08-08 12:43:09.088
R0016210,S001644,C00134,T00062,14.0,30.0,46.67,F,Fail,5,Mid,,2026-08-08 12:43:09.088
R0016211,S000355,C00113,T00220,20.0,20.0,100.0,A+,Pass,1,Final,Needs Improvement,2026-08-08 12:43:09.088
R0016212,S000394,C00066,T00044,8.0,30.0,26.67,F,Fail,4,Mid,,2026-08-08 12:43:09.088
R0016213,S001883,C00009,T00037,18.0,30.0,60.0,C,Pass,7,Mid,Needs Improvement,2026-08-08 12:43:09.088
R0016214,S001240,C00093,T00224,50.0,50.0,100.0,A+,Pass,3,Final,Average Performance,2026-08-08 12:43:09.088
R0016215,S000898,C00004,T00237,82.0,100.0,82.0,B+,Pass,2,Quiz,Average Performance,2026-08-08 12:43:09.088
R0016216,S000449,C00103,T00160,54.0,100.0,54.0,D,Pass,8,Mid,Needs Improvement,2026-08-08 12:43:09.088
R0016217,S001330,C00052,T00235,48.0,50.0,96.0,A+,Pass,8,Mid,Average Performance,2026-08-08 12:43:09.088
R0016218,S000786,C00086,T00172,28.0,30.0,93.33,A+,Pass,7,Quiz,Excellent,2026-08-08 12:43:09.088
R0016219,S000522,C00149,T00110,27.0,100.0,27.0,F,Fail,3,Assignment,Excellent,2026-08-08 12:43:09.088
R0016220,S000072,C00036,T00160,30.0,50.0,60.0,C,Pass,6,Final,Needs Improvement,2026-08-08 12:43:09.088
R0016221,S000548,C00085,T00080,21.0,50.0,42.0,F,Fail,6,Final,,2026-08-08 12:43:09.088
R0016222,S000288,C00148,T00199,30.0,30.0,100.0,A+,Pass,4,Mid,Average Performance,2026-08-08 12:43:09.088
R0016223,S000847,C00067,T00290,25.0,30.0,83.33,B+,Pass,8,Mid,Needs Improvement,2026-08-08 12:43:09.088
R0016224,S000070,C00146,T00238,22.0,50.0,44.0,F,Fail,8,Quiz,,2026-08-08 12:43:09.088
R0016225,S001134,C00086,T00172,14.0,20.0,70.0,C+,Pass,7,Quiz,Needs Improvement,2026-08-08 12:43:09.088
R0016226,S000820,C00060,T00075,11.0,20.0,55.0,D,Pass,1,Quiz,Excellent,2026-08-08 12:43:09.088
R0016227,S001061,C00122,T00216,98.0,100.0,98.0,A+,Pass,6,Mid,,2026-08-08 12:43:09.088
R0016228,S000671,C00105,T00093,22.0,50.0,44.0,F,Fail,8,Mid,,2026-08-08 12:43:09.088
R0016229,S001914,C00069,T00017,24.0,50.0,48.0,F,Fail,1,Final,Needs Improvement,2026-08-08 12:43:09.088
R0016230,S000512,C00029,T00115,25.0,30.0,83.33,B+,Pass,6,Quiz,,2026-08-08 12:43:09.088
R0016231,S000375,C00064,T00273,83.0,100.0,83.0,B+,Pass,6,Assignment,,2026-08-08 12:43:09.088
R0016232,S000355,C00051,T00175,19.0,20.0,95.0,A+,Pass,1,Mid,Needs Improvement,2026-08-08 12:43:09.088
R0016233,S000405,C00144,T00133,13.0,50.0,26.0,F,Fail,7,Assignment,Average Performance,2026-08-08 12:43:09.088
R0016234,S000468,C00088,T00202,24.0,30.0,80.0,B+,Pass,4,Mid,Needs Improvement,2026-08-08 12:43:09.088
R0016235,S001038,C00007,T00014,24.0,50.0,48.0,F,Fail,8,Quiz,Needs Improvement,2026-08-08 12:43:09.088
R0016236,S001593,C00138,T00275,13.0,20.0,65.0,C,Pass,5,Mid,Excellent,2026-08-08 12:43:09.088
R0016237,S000203,C00131,T00111,30.0,30.0,100.0,A+,Pass,5,Quiz,Average Performance,2026-08-08 12:43:09.088
R0016238,S001028,C00137,T00280,14.0,50.0,28.0,F,Fail,5,Assignment,Needs Improvement,2026-08-08 12:43:09.088
R0016239,S001634,C00049,T00076,29.0,30.0,96.67,A+,Pass,7,Mid,,2026-08-08 12:43:09.088
R0016240,S000473,C00147,T00037,5.0,20.0,25.0,F,Fail,2,Mid,Excellent,2026-08-08 12:43:09.088
R0016241,S001003,C00135,T00280,38.0,100.0,38.0,F,Fail,1,Assignment,Needs Improvement,2026-08-08 12:43:09.088
R0016242,S000372,C00150,T00001,89.0,100.0,89.0,A,Pass,1,Assignment,Excellent,2026-08-08 12:43:09.088
R0016243,S000013,C00031,T00063,14.0,20.0,70.0,C+,Pass,7,Mid,Needs Improvement,2026-08-08 12:43:09.088
R0016244,S001769,C00012,T00094,19.0,30.0,63.33,C,Pass,1,Assignment,Excellent,2026-08-08 12:43:09.088
R0016245,S001006,C00051,T00175,32.0,100.0,32.0,F,Fail,1,Final,Needs Improvement,2026-08-08 12:43:09.088
R0016246,S000961,C00077,T00274,52.0,100.0,52.0,D,Pass,1,Quiz,Needs Improvement,2026-08-08 12:43:09.088
R0016247,S000012,C00107,T00060,11.0,20.0,55.0,D,Pass,1,Quiz,Needs Improvement,2026-08-08 12:43:09.088
R0016248,S001583,C00052,T00235,28.0,50.0,56.0,D,Pass,8,Mid,Average Performance,2026-08-08 12:43:09.088
R0016249,S001530,C00091,T00201,25.0,30.0,83.33,B+,Pass,5,Assignment,Average Performance,2026-08-08 12:43:09.088
R0016250,S001899,C00123,T00166,20.0,50.0,40.0,F,Fail,8,Mid,,2026-08-08 12:43:09.088
R0016251,S000013,C00136,T00274,22.0,50.0,44.0,F,Fail,7,Final,Excellent,2026-08-08 12:43:09.088
R0016252,S000549,C00056,T00017,12.0,30.0,40.0,F,Fail,8,Assignment,Average Performance,2026-08-08 12:43:09.088
R0016253,S001546,C00023,T00224,48.0,100.0,48.0,F,Fail,8,Mid,,2026-08-08 12:43:09.088
R0016254,S000717,C00119,T00150,15.0,50.0,30.0,F,Fail,8,Final,,2026-08-08 12:43:09.088
R0016255,S001153,C00129,T00031,37.0,50.0,74.0,C+,Pass,1,Assignment,,2026-08-08 12:43:09.088
R0016256,S001842,C00128,T00197,90.0,100.0,90.0,A+,Pass,6,Assignment,Needs Improvement,2026-08-08 12:43:09.089
R0016257,S000303,C00126,T00007,17.0,30.0,56.67,D,Pass,6,Mid,Needs Improvement,2026-08-08 12:43:09.089
R0016258,S000870,C00063,T00010,13.0,20.0,65.0,C,Pass,2,Assignment,Average Performance,2026-08-08 12:43:09.089
R0016259,S000054,C00014,T00219,29.0,50.0,58.0,D,Pass,3,Mid,Excellent,2026-08-08 12:43:09.089
R0016260,S001881,C00143,T00114,13.0,20.0,65.0,C,Pass,5,Assignment,,2026-08-08 12:43:09.089
R0016261,S000221,C00063,T00010,18.0,20.0,90.0,A+,Pass,2,Quiz,Average Performance,2026-08-08 12:43:09.089
R0016262,S001616,C00124,T00105,8.0,20.0,40.0,F,Fail,3,Assignment,Average Performance,2026-08-08 12:43:09.089
R0016263,S000490,C00016,T00158,19.0,20.0,95.0,A+,Pass,1,Quiz,Average Performance,2026-08-08 12:43:09.089
R0016264,S000246,C00016,T00158,19.0,30.0,63.33,C,Pass,1,Quiz,,2026-08-08 12:43:09.089
R0016265,S000985,C00059,T00300,16.0,30.0,53.33,D,Pass,8,Mid,Average Performance,2026-08-08 12:43:09.089
R0016266,S001452,C00037,T00204,29.0,50.0,58.0,D,Pass,8,Mid,Average Performance,2026-08-08 12:43:09.089
R0016267,S000063,C00071,T00233,29.0,30.0,96.67,A+,Pass,6,Final,,2026-08-08 12:43:09.089
R0016268,S001656,C00088,T00202,16.0,50.0,32.0,F,Fail,4,Assignment,Needs Improvement,2026-08-08 12:43:09.089
R0016269,S000219,C00063,T00010,17.0,30.0,56.67,D,Pass,2,Quiz,Excellent,2026-08-08 12:43:09.089
R0016270,S000270,C00060,T00075,12.0,20.0,60.0,C,Pass,1,Quiz,Excellent,2026-08-08 12:43:09.089
R0016271,S001425,C00147,T00037,23.0,30.0,76.67,B,Pass,2,Final,Needs Improvement,2026-08-08 12:43:09.089
R0016272,S000880,C00027,T00286,6.0,20.0,30.0,F,Fail,2,Final,Average Performance,2026-08-08 12:43:09.089
R0016273,S000094,C00082,T00100,30.0,100.0,30.0,F,Fail,6,Final,Average Performance,2026-08-08 12:43:09.089
R0016274,S001531,C00149,T00110,25.0,50.0,50.0,D,Pass,3,Assignment,,2026-08-08 12:43:09.089
R0016275,S000450,C00134,T00062,100.0,100.0,100.0,A+,Pass,5,Mid,Average Performance,2026-08-08 12:43:09.089
R0016276,S001692,C00012,T00094,20.0,50.0,40.0,F,Fail,1,Mid,Needs Improvement,2026-08-08 12:43:09.089
R0016277,S000439,C00010,T00168,21.0,30.0,70.0,C+,Pass,3,Assignment,Average Performance,2026-08-08 12:43:09.089
R0016278,S000238,C00084,T00069,94.0,100.0,94.0,A+,Pass,5,Final,Excellent,2026-08-08 12:43:09.089
R0016279,S001030,C00101,T00067,10.0,20.0,50.0,D,Pass,5,Assignment,Average Performance,2026-08-08 12:43:09.089
R0016280,S000757,C00013,T00291,9.0,30.0,30.0,F,Fail,6,Final,Needs Improvement,2026-08-08 12:43:09.089
R0016281,S001716,C00083,T00185,40.0,50.0,80.0,B+,Pass,1,Assignment,Excellent,2026-08-08 12:43:09.089
R0016282,S000055,C00089,T00208,18.0,20.0,90.0,A+,Pass,4,Assignment,Excellent,2026-08-08 12:43:09.089
R0016283,S001055,C00134,T00062,15.0,20.0,75.0,B,Pass,5,Final,Needs Improvement,2026-08-08 12:43:09.089
R0016284,S001569,C00112,T00084,19.0,50.0,38.0,F,Fail,4,Assignment,Average Performance,2026-08-08 12:43:09.089
R0016285,S001863,C00024,T00043,32.0,50.0,64.0,C,Pass,7,Mid,Excellent,2026-08-08 12:43:09.089
R0016286,S000344,C00050,T00025,18.0,50.0,36.0,F,Fail,5,Quiz,Needs Improvement,2026-08-08 12:43:09.089
R0016287,S000299,C00076,T00019,20.0,30.0,66.67,C,Pass,5,Assignment,Needs Improvement,2026-08-08 12:43:09.090
R0016288,S001920,C00077,T00274,44.0,50.0,88.0,A,Pass,1,Mid,Excellent,2026-08-08 12:43:09.090
R0016289,S001086,C00017,T00048,14.0,30.0,46.67,F,Fail,2,Quiz,Excellent,2026-08-08 12:43:09.090
R0016290,S000192,C00051,T00175,18.0,20.0,90.0,A+,Pass,1,Assignment,Needs Improvement,2026-08-08 12:43:09.090
R0016291,S000055,C00140,T00187,16.0,20.0,80.0,B+,Pass,4,Assignment,Needs Improvement,2026-08-08 12:43:09.090
R0016292,S000826,C00063,T00010,16.0,30.0,53.33,D,Pass,2,Assignment,Excellent,2026-08-08 12:43:09.090
R0016293,S000482,C00079,T00251,8.0,30.0,26.67,F,Fail,4,Mid,,2026-08-08 12:43:09.090
R0016294,S000426,C00059,T00300,17.0,20.0,85.0,A,Pass,8,Assignment,Average Performance,2026-08-08 12:43:09.090
R0016295,S001821,C00145,T00022,17.0,30.0,56.67,D,Pass,3,Quiz,Average Performance,2026-08-08 12:43:09.090
R0016296,S000186,C00021,T00115,10.0,20.0,50.0,D,Pass,5,Final,Average Performance,2026-08-08 12:43:09.090
R0016297,S001926,C00120,T00017,10.0,20.0,50.0,D,Pass,8,Assignment,Average Performance,2026-08-08 12:43:09.090
R0016298,S001145,C00081,T00078,13.0,20.0,65.0,C,Pass,7,Mid,Excellent,2026-08-08 12:43:09.090
R0016299,S001850,C00121,T00276,8.0,20.0,40.0,F,Fail,8,Assignment,,2026-08-08 12:43:09.090
R0016300,S001434,C00132,T00193,56.0,100.0,56.0,D,Pass,3,Assignment,,2026-08-08 12:43:09.090
R0016301,S000277,C00144,T00133,13.0,30.0,43.33,F,Fail,7,Mid,Average Performance,2026-08-08 12:43:09.090
R0016302,S000316,C00133,T00103,16.0,50.0,32.0,F,Fail,2,Final,Average Performance,2026-08-08 12:43:09.090
R0016303,S000017,C00133,T00103,34.0,50.0,68.0,C,Pass,2,Mid,,2026-08-08 12:43:09.090
R0016304,S000745,C00148,T00199,37.0,100.0,37.0,F,Fail,4,Quiz,Needs Improvement,2026-08-08 12:43:09.090
R0016305,S001403,C00077,T00274,29.0,50.0,58.0,D,Pass,1,Final,Excellent,2026-08-08 12:43:09.090
R0016306,S001354,C00026,T00216,69.0,100.0,69.0,C,Pass,7,Mid,Excellent,2026-08-08 12:43:09.090
R0016307,S000969,C00020,T00034,19.0,30.0,63.33,C,Pass,4,Final,,2026-08-08 12:43:09.090
R0016308,S001932,C00128,T00197,7.0,30.0,23.33,F,Fail,6,Assignment,,2026-08-08 12:43:09.090
R0016309,S000886,C00059,T00300,13.0,30.0,43.33,F,Fail,8,Assignment,Average Performance,2026-08-08 12:43:09.090
R0016310,S001059,C00037,T00204,13.0,30.0,43.33,F,Fail,8,Quiz,Needs Improvement,2026-08-08 12:43:09.090
R0016311,S000633,C00034,T00188,19.0,30.0,63.33,C,Pass,2,Assignment,,2026-08-08 12:43:09.090
