attendance_id,student_id,course_id,teacher_id,attendance_date,status,remarks,created_at
AT0012565,S001991,C00096,T00167,2025-02-20,Late,Late Arrival,2026-08-08 12:41:09.208
AT0012566,S001376,C00149,T00110,2025-09-29,Present,,2026-08-08 12:41:09.208
AT0012567,S001372,C00002,T00001,2025-03-08,Present,,2026-08-08 12:41:09.208
AT0012568,S001046,C00121,T00276,2025-12-24,Present,,2026-08-08 12:41:09.208
AT0012569,S001291,C00005,T00214,2025-09-06,Present,,2026-08-08 12:41:09.208
AT0012570,S000469,C00147,T00037,2025-12-18,Leave,Late Arrival,2026-08-08 12:41:09.208
AT0012571,S001685,C00004,T00237,2025-02-04,Present,,2026-08-08 12:41:09.208
AT0012572,S001399,C00096,T00167,2025-08-28,Present,,2026-08-08 12:41:09.208
AT0012573,S000761,C00058,T00187,2025-11-22,Absent,Medical Leave,2026-08-08 12:41:09.208
AT0012574,S000962,C00016,T00158,2025-07-21,Present,,2026-08-08 12:41:09.208
AT0012575,S000875,C00096,T00167,2025-04-15,Present,,2026-08-08 12:41:09.208
AT0012576,S001833,C00037,T00204,2025-02-24,Late,Absent Without Notice,2026-08-08 12:41:09.208
AT0012577,S000036,C00026,T00216,2025-12-02,Present,,2026-08-08 12:41:09.208
AT0012578,S000051,C00067,T00290,2025-01-31,Present,,2026-08-08 12:41:09.208
AT0012579,S000610,C00065,T00244,2025-02-18,Present,,2026-08-08 12:41:09.208
AT0012580,S000761,C00035,T00148,2025-05-03,Leave,Medical Leave,2026-08-08 12:41:09.208
AT0012581,S000559,C00121,T00276,2025-06-14,Leave,Late Arrival,2026-08-08 12:41:09.208
AT0012582,S000317,C00075,T00234,2025-01-27,Leave,Medical Leave,2026-08-08 12:41:09.208
AT0012583,S000988,C00098,T00297,2025-05-05,Present,,2026-08-08 12:41:09.208
AT0012584,S000635,C00118,T00235,2025-01-15,Present,,2026-08-08 12:41:09.208
AT0012585,S001078,C00062,T00147,2025-11-10,Absent,Late Arrival,2026-08-08 12:41:09.208
AT0012586,S000841,C00011,T00133,2025-09-02,Present,,2026-08-08 12:41:09.208
AT0012587,S000056,C00017,T00048,2025-09-08,Present,,2026-08-08 12:41:09.208
AT0012588,S001694,C00018,T00221,2025-02-05,Present,,2026-08-08 12:41:09.208
AT0012589,S001125,C00147,T00037,2025-08-31,Present,,2026-08-08 12:41:09.208
AT0012590,S001926,C00111,T00184,2025-02-12,Present,,2026-08-08 12:41:09.208
AT0012591,S001293,C00038,T00086,2025-08-14,Present,,2026-08-08 12:41:09.208
AT0012592,S001499,C00051,T00175,2025-11-12,Present,,2026-08-08 12:41:09.208
AT0012593,S001307,C00131,T00111,2025-03-14,Present,,2026-08-08 12:41:09.208
AT0012594,S001835,C00131,T00111,2025-11-24,Present,,2026-08-08 12:41:09.208
AT0012595,S000126,C00136,T00274,2025-10-24,Present,,2026-08-08 12:41:09.208
AT0012596,S000647,C00087,T00108,2025-10-21,Present,,2026-08-08 12:41:09.208
AT0012597,S000214,C00030,T00118,2025-10-11,Leave,Late Arrival,2026-08-08 12:41:09.208
AT0012598,S001937,C00117,T00041,2025-03-16,Present,,2026-08-08 12:41:09.208
AT0012599,S000516,C00099,T00092,2025-04-13,Present,,2026-08-08 12:41:09.208
AT0012600,S000280,C00011,T00133,2025-09-04,Present,,2026-08-08 12:41:09.208
AT0012601,S000714,C00071,T00233,2025-03-08,Absent,Medical Leave,2026-08-08 12:41:09.208
AT0012602,S001863,C00063,T00010,2025-06-03,Present,,2026-08-08 12:41:09.208
AT0012603,S001853,C00143,T00114,2025-05-26,Present,,2026-08-08 12:41:09.208
AT0012604,S000034,C00015,T00109,2025-07-01,Present,,2026-08-08 12:41:09.208
AT0012605,S000989,C00113,T00220,2025-10-17,Present,,2026-08-08 12:41:09.208
AT0012606,S000939,C00047,T00154,2025-04-10,Late,,2026-08-08 12:41:09.208
AT0012607,S000490,C00012,T00094,2025-06-28,Present,,2026-08-08 12:41:09.208
AT0012608,S001066,C00002,T00001,2025-12-12,Late,,2026-08-08 12:41:09.208
AT0012609,S001677,C00088,T00202,2025-10-31,Present,,2026-08-08 12:41:09.208
AT0012610,S001784,C00129,T00031,2025-07-07,Present,,2026-08-08 12:41:09.208
AT0012611,S000600,C00042,T00286,2025-10-01,Absent,,2026-08-08 12:41:09.208
AT0012612,S000289,C00085,T00080,2025-10-24,Present,,2026-08-08 12:41:09.208
AT0012613,S001793,C00044,T00201,2025-08-14,Present,,2026-08-08 12:41:09.208
AT0012614,S001702,C00104,T00041,2025-12-23,Present,,2026-08-08 12:41:09.208
AT0012615,S000823,C00081,T00078,2025-08-24,Present,,2026-08-08 12:41:09.208
AT0012616,S000329,C00110,T00249,2025-05-21,Present,,2026-08-08 12:41:09.208
AT0012617,S001500,C00146,T00238,2025-10-01,Present,,2026-08-08 12:41:09.208
AT0012618,S001427,C00059,T00300,2025-08-28,Present,,2026-08-08 12:41:09.208
AT0012619,S000527,C00145,T00022,2025-11-05,Present,,2026-08-08 12:41:09.208
AT0012620,S000513,C00110,T00249,2025-04-22,Present,,2026-08-08 12:41:09.208
AT0012621,S000886,C00102,T00160,2025-10-25,Present,,2026-08-08 12:41:09.208
AT0012622,S000811,C00018,T00221,2025-05-31,Leave,,2026-08-08 12:41:09.208
AT0012623,S000637,C00045,T00172,2025-11-11,Present,,2026-08-08 12:41:09.208
AT0012624,S001997,C00096,T00167,2025-10-29,Present,,2026-08-08 12:41:09.208
AT0012625,S001031,C00120,T00017,2025-10-26,Leave,Absent Without Notice,2026-08-08 12:41:09.208
AT0012626,S001422,C00012,T00094,2025-07-14,Present,,2026-08-08 12:41:09.208
AT0012627,S000023,C00117,T00041,2025-05-05,Present,,2026-08-08 12:41:09.208
AT0012628,S001589,C00143,T00114,2025-04-20,Leave,Medical Leave,2026-08-08 12:41:09.208
AT0012629,S001270,C00089,T00208,2025-08-01,Present,,2026-08-08 12:41:09.208
AT0012630,S001649,C00015,T00109,2025-10-20,Present,,2026-08-08 12:41:09.208
AT0012631,S001328,C00145,T00022,2025-10-17,Late,Absent Without Notice,2026-08-08 12:41:09.208
AT0012632,S001697,C00096,T00167,2025-03-12,Late,,2026-08-08 12:41:09.208
AT0012633,S000784,C00055,T00228,2025-06-05,Present,,2026-08-08 12:41:09.208
AT0012634,S000795,C00025,T00004,2025-06-29,Absent,Absent Without Notice,2026-08-08 12:41:09.208
AT0012635,S001321,C00087,T00108,2025-10-29,Late,Late Arrival,2026-08-08 12:41:09.208
AT0012636,S000049,C00039,T00020,2025-07-01,Late,,2026-08-08 12:41:09.209
AT0012637,S001599,C00121,T00276,2025-07-11,Present,,2026-08-08 12:41:09.209
AT0012638,S001706,C00050,T00025,2025-05-13,Present,,2026-08-08 12:41:09.209
AT0012639,S001083,C00002,T00001,2025-08-24,Present,,2026-08-08 12:41:09.209
AT0012640,S000882,C00053,T00070,2025-11-03,Present,,2026-08-08 12:41:09.209
AT0012641,S001532,C00008,T00063,2025-10-27,Present,,2026-08-08 12:41:09.209
AT0012642,S000748,C00039,T00020,2025-11-29,Present,,2026-08-08 12:41:09.209
AT0012643,S001432,C00106,T00128,2025-02-14,Absent,Late Arrival,2026-08-08 12:41:09.209
AT0012644,S000336,C00135,T00280,2025-10-22,Present,,2026-08-08 12:41:09.209
AT0012645,S000550,C00053,T00070,2025-08-25,Present,,2026-08-08 12:41:09.209
AT0012646,S000753,C00048,T00148,2025-03-19,Present,,2026-08-08 12:41:09.209
AT0012647,S000847,C00045,T00172,2025-03-07,Present,,2026-08-08 12:41:09.209
AT0012648,S001008,C00011,T00133,2025-02-05,Late,Medical Leave,2026-08-08 12:41:09.209
AT0012649,S001311,C00147,T00037,2025-12-20,Late,Absent Without Notice,2026-08-08 12:41:09.209
AT0012650,S000110,C00073,T00061,2025-01-05,Present,,2026-08-08 12:41:09.209
AT0012651,S001349,C00142,T00030,2025-02-22,Present,,2026-08-08 12:41:09.209
AT0012652,S001971,C00012,T00094,2025-12-28,Present,,2026-08-08 12:41:09.209
AT0012653,S001270,C00042,T00286,2025-07-02,Late,,2026-08-08 12:41:09.209
AT0012654,S000828,C00006,T00241,2025-04-08,Leave,Absent Without Notice,2026-08-08 12:41:09.209
AT0012655,S000122,C00139,T00176,2025-03-05,Present,,2026-08-08 12:41:09.209
AT0012656,S000040,C00078,T00073,2025-01-16,Present,,2026-08-08 12:41:09.209
AT0012657,S001043,C00094,T00060,2025-07-31,Present,,2026-08-08 12:41:09.209
AT0012658,S000102,C00123,T00166,2025-11-24,Present,,2026-08-08 12:41:09.209
AT0012659,S001162,C00089,T00208,2025-05-14,Present,,2026-08-08 12:41:09.209
AT0012660,S001773,C00147,T00037,2025-10-08,Present,,2026-08-08 12:41:09.209
AT0012661,S001424,C00097,T00191,2025-07-01,Absent,Medical Leave,2026-08-08 12:41:09.209
AT0012662,S000287,C00104,T00041,2025-05-31,Present,,2026-08-08 12:41:09.209
AT0012663,S000505,C00088,T00202,2025-06-19,Present,,2026-08-08 12:41:09.209
AT0012664,S000500,C00017,T00048,2025-08-20,Present,,2026-08-08 12:41:09.209
AT0012665,S001286,C00034,T00188,2025-09-10,Present,,2026-08-08 12:41:09.209
AT0012666,S000410,C00084,T00069,2025-03-27,Late,Medical Leave,2026-08-08 12:41:09.209
AT0012667,S000522,C00077,T00274,2025-05-04,Late,Late Arrival,2026-08-08 12:41:09.209
AT0012668,S001352,C00129,T00031,2025-04-24,Present,,2026-08-08 12:41:09.209
AT0012669,S000634,C00062,T00147,2025-06-10,Present,,2026-08-08 12:41:09.209
AT0012670,S000981,C00050,T00025,2025-01-03,Leave,Late Arrival,2026-08-08 12:41:09.209
AT0012671,S001958,C00146,T00238,2025-08-27,Present,,2026-08-08 12:41:09.209
AT0012672,S000615,C00091,T00201,2025-01-13,Late,Late Arrival,2026-08-08 12:41:09.209
AT0012673,S001699,C00138,T00275,2025-02-21,Present,,2026-08-08 12:41:09.209
AT0012674,S000634,C00015,T00109,2025-04-03,Present,,2026-08-08 12:41:09.209
AT0012675,S000245,C00096,T00167,2025-12-26,Present,,2026-08-08 12:41:09.209
AT0012676,S001952,C00035,T00148,2025-04-02,Present,,2026-08-08 12:41:09.209
AT0012677,S001332,C00117,T00041,2025-05-24,Present,,2026-08-08 12:41:09.209
AT0012678,S000064,C00073,T00061,2025-11-04,Late,Absent Without Notice,2026-08-08 12:41:09.209
AT0012679,S001521,C00051,T00175,2025-07-17,Present,,2026-08-08 12:41:09.209
AT0012680,S001063,C00074,T00234,2025-09-26,Present,,2026-08-08 12:41:09.209
AT0012681,S000520,C00037,T00204,2025-09-11,Present,,2026-08-08 12:41:09.209
AT0012682,S001763,C00034,T00188,2025-05-16,Present,,2026-08-08 12:41:09.209
AT0012683,S001291,C00005,T00214,2025-11-13,Present,,2026-08-08 12:41:09.209
AT0012684,S000587,C00116,T00080,2025-02-28,Present,,2026-08-08 12:41:09.209
AT0012685,S001856,C00116,T00080,2025-02-01,Present,,2026-08-08 12:41:09.209
AT0012686,S001677,C00133,T00103,2025-01-22,Late,Absent Without Notice,2026-08-08 12:41:09.209
AT0012687,S000552,C00036,T00160,2025-11-29,Present,,2026-08-08 12:41:09.209
AT0012688,S000740,C00021,T00115,2025-01-03,Present,,2026-08-08 12:41:09.209
AT0012689,S000260,C00009,T00037,2025-12-24,Present,,2026-08-08 12:41:09.209
AT0012690,S001904,C00041,T00036,2025-06-25,Leave,Absent Without Notice,2026-08-08 12:41:09.209
AT0012691,S001905,C00123,T00166,2025-12-06,Present,,2026-08-08 12:41:09.209
AT0012692,S001037,C00105,T00093,2025-01-13,Late,Medical Leave,2026-08-08 12:41:09.209
AT0012693,S000187,C00129,T00031,2025-05-08,Present,,2026-08-08 12:41:09.209
AT0012694,S001294,C00125,T00073,2025-10-17,Present,,2026-08-08 12:41:09.209
AT0012695,S000009,C00040,T00240,2025-05-14,Leave,Absent Without Notice,2026-08-08 12:41:09.209
AT0012696,S001536,C00142,T00030,2025-04-26,Present,,2026-08-08 12:41:09.209
AT0012697,S001991,C00142,T00030,2025-04-19,Late,,2026-08-08 12:41:09.209
AT0012698,S001992,C00100,T00170,2025-05-14,Leave,Absent Without Notice,2026-08-08 12:41:09.209
AT0012699,S000227,C00089,T00208,2025-08-09,Leave,Medical Leave,2026-08-08 12:41:09.209
AT0012700,S000376,C00100,T00170,2025-07-07,Absent,Medical Leave,2026-08-08 12:41:09.209
AT0012701,S001050,C00127,T00246,2025-06-05,Present,,2026-08-08 12:41:09.209
AT0012702,S001010,C00085,T00080,2025-04-02,Present,,2026-08-08 12:41:09.209
AT0012703,S001444,C00009,T00037,2025-09-10,Leave,Medical Leave,2026-08-08 12:41:09.209
AT0012704,S001110,C00094,T00060,2025-02-23,Leave,Late Arrival,2026-08-08 12:41:09.209
AT0012705,S001111,C00036,T00160,2025-12-28,Present,,2026-08-08 12:41:09.209
AT0012706,S001300,C00091,T00201,2025-10-31,Present,,2026-08-08 12:41:09.209
AT0012707,S001724,C00087,T00108,2025-05-15,Absent,Medical Leave,2026-08-08 12:41:09.209
AT0012708,S000186,C00084,T00069,2025-10-03,Leave,Absent Without Notice,2026-08-08 12:41:09.209
AT0012709,S001091,C00040,T00240,2025-06-05,Present,,2026-08-08 12:41:09.209
AT0012710,S000078,C00150,T00001,2025-07-07,Present,,2026-08-08 12:41:09.209
AT0012711,S000292,C00061,T00213,2025-11-08,Absent,,2026-08-08 12:41:09.209
AT0012712,S001264,C00067,T00290,2025-06-11,Absent,Absent Without Notice,2026-08-08 12:41:09.209
AT0012713,S001913,C00070,T00191,2025-04-27,Present,,2026-08-08 12:41:09.209
AT0012714,S001020,C00131,T00111,2025-05-03,Present,,2026-08-08 12:41:09.209
AT0012715,S001123,C00127,T00246,2025-04-27,Present,,2026-08-08 12:41:09.209
AT0012716,S000159,C00146,T00238,2025-04-11,Present,,2026-08-08 12:41:09.209
AT0012717,S001818,C00139,T00176,2025-07-10,Present,,2026-08-08 12:41:09.209
AT0012718,S000835,C00086,T00172,2025-10-28,Present,,2026-08-08 12:41:09.209
AT0012719,S000123,C00019,T00128,2025-03-29,Present,,2026-08-08 12:41:09.209
AT0012720,S000896,C00002,T00001,2025-05-16,Leave,Medical Leave,2026-08-08 12:41:09.209
AT0012721,S001809,C00051,T00175,2025-08-27,Late,Medical Leave,2026-08-08 12:41:09.210
AT0012722,S000637,C00122,T00216,2025-09-21,Present,,2026-08-08 12:41:09.210
AT0012723,S001271,C00121,T00276,2025-01-05,Absent,,2026-08-08 12:41:09.210
AT0012724,S001171,C00087,T00108,2025-04-10,Present,,2026-08-08 12:41:09.210
AT0012725,S000971,C00059,T00300,2025-04-16,Present,,2026-08-08 12:41:09.210
AT0012726,S001438,C00118,T00235,2025-04-24,Leave,Medical Leave,2026-08-08 12:41:09.210
AT0012727,S001345,C00122,T00216,2025-08-11,Present,,2026-08-08 12:41:09.210
AT0012728,S000088,C00136,T00274,2025-04-18,Late,Medical Leave,2026-08-08 12:41:09.210
AT0012729,S000898,C00133,T00103,2025-03-30,Present,,2026-08-08 12:41:09.210
AT0012730,S001386,C00056,T00017,2025-09-10,Absent,,2026-08-08 12:41:09.210
AT0012731,S000544,C00020,T00034,2025-03-16,Present,,2026-08-08 12:41:09.210
AT0012732,S000070,C00012,T00094,2025-12-08,Absent,Medical Leave,2026-08-08 12:41:09.210
AT0012733,S000271,C00017,T00048,2025-04-26,Leave,Late Arrival,2026-08-08 12:41:09.210
AT0012734,S001589,C00143,T00114,2025-05-17,Leave,Absent Without Notice,2026-08-08 12:41:09.210
AT0012735,S001509,C00054,T00130,2025-10-12,Present,,2026-08-08 12:41:09.210
AT0012736,S001229,C00020,T00034,2025-07-28,Present,,2026-08-08 12:41:09.210
AT0012737,S000852,C00113,T00220,2025-04-10,Present,,2026-08-08 12:41:09.210
AT0012738,S001131,C00077,T00274,2025-04-12,Present,,2026-08-08 12:41:09.210
AT0012739,S001226,C00129,T00031,2025-09-06,Present,,2026-08-08 12:41:09.210
AT0012740,S000995,C00129,T00031,2025-03-08,Present,,2026-08-08 12:41:09.210
AT0012741,S001834,C00043,T00121,2025-02-15,Late,Late Arrival,2026-08-08 12:41:09.210
AT0012742,S001209,C00052,T00235,2025-05-20,Present,,2026-08-08 12:41:09.210
AT0012743,S001967,C00104,T00041,2025-10-20,Present,,2026-08-08 12:41:09.210
AT0012744,S000587,C00137,T00280,2025-05-26,Present,,2026-08-08 12:41:09.210
AT0012745,S000146,C00015,T00109,2025-12-09,Present,,2026-08-08 12:41:09.210
AT0012746,S001152,C00104,T00041,2025-04-18,Absent,Medical Leave,2026-08-08 12:41:09.210
AT0012747,S001812,C00082,T00100,2025-01-26,Present,,2026-08-08 12:41:09.210
AT0012748,S000639,C00121,T00276,2025-06-23,Present,,2026-08-08 12:41:09.210
AT0012749,S000669,C00015,T00109,2025-05-15,Late,Medical Leave,2026-08-08 12:41:09.210
AT0012750,S001841,C00135,T00280,2025-11-10,Present,,2026-08-08 12:41:09.210
AT0012751,S001994,C00104,T00041,2025-09-05,Present,,2026-08-08 12:41:09.210
AT0012752,S001467,C00134,T00062,2025-05-22,Present,,2026-08-08 12:41:09.210
AT0012753,S001790,C00059,T00300,2025-04-24,Present,,2026-08-08 12:41:09.210
AT0012754,S000955,C00049,T00076,2025-03-21,Present,,2026-08-08 12:41:09.210
AT0012755,S000418,C00017,T00048,2025-03-10,Present,,2026-08-08 12:41:09.210
AT0012756,S000403,C00047,T00154,2025-08-21,Present,,2026-08-08 12:41:09.210
AT0012757,S001543,C00009,T00037,2025-06-21,Present,,2026-08-08 12:41:09.210
AT0012758,S001149,C00036,T00160,2025-03-24,Absent,Late Arrival,2026-08-08 12:41:09.210
AT0012759,S000149,C00130,T00218,2025-01-03,Leave,Medical Leave,2026-08-08 12:41:09.210
AT0012760,S001205,C00098,T00297,2025-07-28,Absent,Late Arrival,2026-08-08 12:41:09.210
AT0012761,S000017,C00065,T00244,2025-04-01,Present,,2026-08-08 12:41:09.210
AT0012762,S001393,C00102,T00160,2025-02-16,Absent,Late Arrival,2026-08-08 12:41:09.210
AT0012763,S000095,C00138,T00275,2025-09-05,Present,,2026-08-08 12:41:09.210
AT0012764,S000345,C00123,T00166,2025-08-08,Present,,2026-08-08 12:41:09.210
AT0012765,S000047,C00034,T00188,2025-11-26,Present,,2026-08-08 12:41:09.210
AT0012766,S000772,C00129,T00031,2025-10-16,Absent,Medical Leave,2026-08-08 12:41:09.210
AT0012767,S000515,C00038,T00086,2025-07-29,Present,,2026-08-08 12:41:09.210
AT0012768,S001840,C00054,T00130,2025-02-11,Present,,2026-08-08 12:41:09.210
AT0012769,S001820,C00033,T00139,2025-02-17,Absent,Medical Leave,2026-08-08 12:41:09.210
AT0012770,S000561,C00072,T00015,2025-07-10,Leave,Medical Leave,2026-08-08 12:41:09.210
AT0012771,S000134,C00148,T00199,2025-06-16,Absent,Late Arrival,2026-08-08 12:41:09.210
AT0012772,S001315,C00087,T00108,2025-05-04,Present,,2026-08-08 12:41:09.210
AT0012773,S001693,C00139,T00176,2025-06-19,Present,,2026-08-08 12:41:09.210
AT0012774,S001989,C00054,T00130,2025-09-01,Present,,2026-08-08 12:41:09.210
AT0012775,S001888,C00070,T00191,2025-11-20,Present,,2026-08-08 12:41:09.210
AT0012776,S000981,C00043,T00121,2025-10-24,Present,,2026-08-08 12:41:09.210
AT0012777,S000539,C00026,T00216,2025-06-02,Leave,Medical Leave,2026-08-08 12:41:09.210
AT0012778,S001447,C00009,T00037,2025-05-23,Present,,2026-08-08 12:41:09.210
AT0012779,S000552,C00136,T00274,2025-04-25,Late,,2026-08-08 12:41:09.210
AT0012780,S001834,C00050,T00025,2025-08-05,Leave,Medical Leave,2026-08-08 12:41:09.210
AT0012781,S001229,C00137,T00280,2025-12-18,Absent,Medical Leave,2026-08-08 12:41:09.210
AT0012782,S001671,C00020,T00034,2025-03-27,Absent,Medical Leave,2026-08-08 12:41:09.210
AT0012783,S001991,C00142,T00030,2025-05-17,Present,,2026-08-08 12:41:09.210
AT0012784,S000181,C00149,T00110,2025-12-29,Present,,2026-08-08 12:41:09.210
AT0012785,S001269,C00016,T00158,2025-09-24,Absent,,2026-08-08 12:41:09.210
AT0012786,S000651,C00140,T00187,2025-05-03,Leave,,2026-08-08 12:41:09.210
AT0012787,S001310,C00104,T00041,2025-07-26,Present,,2026-08-08 12:41:09.210
AT0012788,S001823,C00017,T00048,2025-03-17,Present,,2026-08-08 12:41:09.210
AT0012789,S000894,C00130,T00218,2025-12-25,Late,Absent Without Notice,2026-08-08 12:41:09.210
AT0012790,S000586,C00126,T00007,2025-10-25,Present,,2026-08-08 12:41:09.210
AT0012791,S001576,C00111,T00184,2025-01-20,Present,,2026-08-08 12:41:09.210
AT0012792,S001799,C00091,T00201,2025-02-16,Leave,Medical Leave,2026-08-08 12:41:09.210
AT0012793,S001780,C00090,T00240,2025-07-18,Leave,Absent Without Notice,2026-08-08 12:41:09.210
AT0012794,S001504,C00063,T00010,2025-12-23,Late,Late Arrival,2026-08-08 12:41:09.210
AT0012795,S000426,C00023,T00224,2025-06-13,Present,,2026-08-08 12:41:09.210
AT0012796,S000339,C00074,T00234,2025-09-17,Late,Medical Leave,2026-08-08 12:41:09.211
AT0012797,S001717,C00145,T00022,2025-11-25,Present,,2026-08-08 12:41:09.211
AT0012798,S001206,C00078,T00073,2025-02-24,Present,,2026-08-08 12:41:09.211
AT0012799,S001711,C00030,T00118,2025-08-23,Present,,2026-08-08 12:41:09.211
AT0012800,S000270,C00076,T00019,2025-06-19,Present,,2026-08-08 12:41:09.211
AT0012801,S001492,C00091,T00201,2025-05-27,Present,,2026-08-08 12:41:09.211
AT0012802,S000650,C00117,T00041,2025-12-18,Late,Absent Without Notice,2026-08-08 12:41:09.211
AT0012803,S000178,C00137,T00280,2026-01-01,Present,,2026-08-08 12:41:09.211
AT0012804,S000533,C00060,T00075,2025-11-12,Present,,2026-08-08 12:41:09.211
AT0012805,S000344,C00074,T00234,2025-12-08,Present,,2026-08-08 12:41:09.211
AT0012806,S001325,C00111,T00184,2025-06-23,Present,,2026-08-08 12:41:09.211
AT0012807,S001510,C00043,T00121,2025-10-03,Present,,2026-08-08 12:41:09.211
AT0012808,S000727,C00145,T00022,2025-03-20,Present,,2026-08-08 12:41:09.211
AT0012809,S000561,C00035,T00148,2025-07-26,Present,,2026-08-08 12:41:09.211
AT0012810,S000908,C00067,T00290,2025-02-13,Present,,2026-08-08 12:41:09.211
AT0012811,S001518,C00014,T00219,2025-07-21,Late,Absent Without Notice,2026-08-08 12:41:09.211
AT0012812,S000923,C00085,T00080,2025-12-19,Present,,2026-08-08 12:41:09.211
AT0012813,S000604,C00070,T00191,2025-07-22,Present,,2026-08-08 12:41:09.211
AT0012814,S001881,C00057,T00236,2025-11-11,Present,,2026-08-08 12:41:09.211
AT0012815,S000993,C00113,T00220,2025-06-07,Leave,,2026-08-08 12:41:09.211
AT0012816,S000689,C00098,T00297,2025-08-10,Absent,Medical Leave,2026-08-08 12:41:09.211
AT0012817,S000562,C00050,T00025,2025-04-24,Leave,Medical Leave,2026-08-08 12:41:09.211
AT0012818,S000570,C00117,T00041,2025-07-27,Present,,2026-08-08 12:41:09.211
AT0012819,S000033,C00064,T00273,2025-11-18,Present,,2026-08-08 12:41:09.211
AT0012820,S001454,C00039,T00020,2025-08-05,Present,,2026-08-08 12:41:09.211
AT0012821,S000149,C00011,T00133,2025-02-04,Present,,2026-08-08 12:41:09.211
AT0012822,S000042,C00063,T00010,2025-10-23,Late,,2026-08-08 12:41:09.211
AT0012823,S001368,C00044,T00201,2025-10-03,Present,,2026-08-08 12:41:09.211
AT0012824,S000201,C00127,T00246,2025-04-14,Absent,Late Arrival,2026-08-08 12:41:09.211
AT0012825,S001372,C00150,T00001,2025-11-16,Present,,2026-08-08 12:41:09.211
AT0012826,S001509,C00054,T00130,2025-07-14,Present,,2026-08-08 12:41:09.211
AT0012827,S001596,C00074,T00234,2025-05-29,Present,,2026-08-08 12:41:09.211
AT0012828,S000177,C00011,T00133,2025-11-27,Present,,2026-08-08 12:41:09.211
AT0012829,S001440,C00134,T00062,2025-09-16,Present,,2026-08-08 12:41:09.211
AT0012830,S000687,C00052,T00235,2025-09-26,Absent,Late Arrival,2026-08-08 12:41:09.211
AT0012831,S000370,C00150,T00001,2025-01-15,Present,,2026-08-08 12:41:09.211
AT0012832,S001633,C00065,T00244,2025-09-04,Present,,2026-08-08 12:41:09.211
AT0012833,S001626,C00033,T00139,2025-08-27,Absent,,2026-08-08 12:41:09.211
AT0012834,S001045,C00002,T00001,2025-01-27,Present,,2026-08-08 12:41:09.211
AT0012835,S001696,C00041,T00036,2025-07-02,Absent,Absent Without Notice,2026-08-08 12:41:09.211
AT0012836,S001692,C00132,T00193,2025-02-12,Present,,2026-08-08 12:41:09.211
AT0012837,S000614,C00027,T00286,2025-01-02,Present,,2026-08-08 12:41:09.211
AT0012838,S001613,C00119,T00150,2025-07-18,Present,,2026-08-08 12:41:09.211
AT0012839,S001645,C00121,T00276,2025-03-08,Present,,2026-08-08 12:41:09.211
AT0012840,S001793,C00116,T00080,2025-02-28,Present,,2026-08-08 12:41:09.211
AT0012841,S001701,C00111,T00184,2025-12-09,Present,,2026-08-08 12:41:09.211
AT0012842,S001558,C00017,T00048,2025-10-09,Present,,2026-08-08 12:41:09.211
AT0012843,S001320,C00068,T00067,2025-06-06,Leave,Medical Leave,2026-08-08 12:41:09.211
AT0012844,S001912,C00024,T00043,2025-06-25,Late,Absent Without Notice,2026-08-08 12:41:09.211
AT0012845,S000526,C00015,T00109,2025-11-29,Leave,Absent Without Notice,2026-08-08 12:41:09.211
AT0012846,S001037,C00105,T00093,2025-07-26,Present,,2026-08-08 12:41:09.211
AT0012847,S000549,C00018,T00221,2025-11-15,Present,,2026-08-08 12:41:09.211
AT0012848,S001408,C00098,T00297,2025-08-27,Present,,2026-08-08 12:41:09.211
AT0012849,S000987,C00121,T00276,2025-01-02,Present,,2026-08-08 12:41:09.211
AT0012850,S000598,C00047,T00154,2025-12-25,Late,Late Arrival,2026-08-08 12:41:09.211
AT0012851,S001016,C00022,T00119,2025-06-16,Present,,2026-08-08 12:41:09.211
AT0012852,S001755,C00100,T00170,2025-02-25,Present,,2026-08-08 12:41:09.211
AT0012853,S001877,C00131,T00111,2025-04-08,Present,,2026-08-08 12:41:09.211
AT0012854,S000438,C00030,T00118,2025-10-31,Late,Absent Without Notice,2026-08-08 12:41:09.211
AT0012855,S001737,C00031,T00063,2025-05-09,Present,,2026-08-08 12:41:09.211
AT0012856,S001283,C00141,T00199,2025-05-13,Present,,2026-08-08 12:41:09.211
AT0012857,S000842,C00112,T00084,2025-11-29,Present,,2026-08-08 12:41:09.211
AT0012858,S000190,C00041,T00036,2025-12-27,Present,,2026-08-08 12:41:09.211
AT0012859,S000492,C00021,T00115,2025-09-27,Present,,2026-08-08 12:41:09.211
AT0012860,S001868,C00057,T00236,2025-11-21,Late,Late Arrival,2026-08-08 12:41:09.211
AT0012861,S000813,C00023,T00224,2025-03-17,Present,,2026-08-08 12:41:09.211
AT0012862,S001828,C00104,T00041,2025-01-14,Leave,Medical Leave,2026-08-08 12:41:09.211
AT0012863,S001169,C00080,T00062,2025-12-29,Late,,2026-08-08 12:41:09.211
AT0012864,S000312,C00087,T00108,2025-02-15,Leave,Absent Without Notice,2026-08-08 12:41:09.211
AT0012865,S000794,C00142,T00030,2025-07-12,Present,,2026-08-08 12:41:09.211
AT0012866,S000876,C00148,T00199,2025-07-05,Absent,Absent Without Notice,2026-08-08 12:41:09.211
AT0012867,S001149,C00019,T00128,2025-04-07,Present,,2026-08-08 12:41:09.211
