student_id,department,semester,attendance,cgpa,assignment_marks,quiz_marks,mid_marks,final_marks,dropout_risk,result
ST0398,Computer Science,3,79,3.18,14,7,39,46,Low,Pass
ST0399,Software Engineering,1,51,2.13,10,5,21,23,Medium,Fail
ST0400,Computer Science,3,70,2.59,17,7,27,56,Medium,Fail
ST0401,Software Engineering,2,79,2.54,16,8,38,65,Low,Pass
ST0402,Software Engineering,8,66,3.17,12,5,38,74,Medium,Fail
ST0403,Computer Science,8,76,2.84,12,8,40,48,Medium,Pass
ST0404,Artificial Intelligence,4,95,3.21,20,10,49,98,Low,Pass
ST0405,Information Technology,3,84,2.38,13,8,36,66,Medium,Fail
ST0406,Artificial Intelligence,8,59,1.54,7,5,27,25,Medium,Fail
ST0407,Software Engineering,7,93,3.24,17,10,50,87,Low,Pass
ST0408,Computer Science,6,99,3.84,19,8,47,89,Low,Pass
ST0409,Information Technology,2,63,2.02,6,5,26,21,Medium,Fail
ST0410,Data Science,4,60,1.74,8,5,25,31,Medium,Fail
ST0411,Artificial Intelligence,1,84,2.83,15,8,28,48,Low,Pass
ST0412,Software Engineering,8,74,2.79,15,5,26,73,Low,Fail
ST0413,Data Science,2,63,2.07,6,4,29,26,Medium,Fail
ST0414,Data Science,2,91,3.77,16,9,40,95,Low,Pass
ST0415,Information Technology,7,83,3.15,12,8,25,61,Low,Pass
ST0416,Information Technology,6,81,3.0,12,6,29,48,Medium,Pass
ST0417,Software Engineering,8,53,2.27,8,4,26,30,High,Fail
ST0418,Software Engineering,4,94,3.87,20,9,48,95,Low,Pass
ST0419,Computer Science,6,94,3.75,17,10,50,80,Low,Pass
ST0420,Data Science,1,57,1.88,11,4,26,20,Medium,Fail
ST0421,Computer Science,3,86,3.36,17,9,50,83,Low,Pass
ST0422,Software Engineering,7,74,2.48,10,7,39,48,Low,Fail
ST0423,Computer Science,1,74,2.92,10,8,37,58,Medium,Fail
ST0424,Artificial Intelligence,4,71,2.85,17,6,36,69,Low,Fail
ST0425,Information Technology,5,67,2.47,12,5,37,46,Medium,Fail
ST0426,Computer Science,3,90,3.67,18,8,45,89,Low,Pass
ST0427,Computer Science,6,95,3.68,20,10,44,90,Low,Pass
ST0428,Computer Science,7,50,1.92,7,2,28,25,High,Fail
ST0429,Computer Science,1,71,2.89,15,7,34,51,Medium,Fail
ST0430,Artificial Intelligence,7,79,2.51,13,5,35,57,Low,Pass
ST0431,Artificial Intelligence,4,74,2.32,15,8,40,46,Medium,Fail
ST0432,Computer Science,7,68,2.45,10,5,31,66,Low,Fail
ST0433,Data Science,1,98,3.72,16,10,50,79,Low,Pass
ST0434,Artificial Intelligence,4,66,2.38,10,6,33,62,Low,Fail
ST0435,Information Technology,1,79,2.86,16,7,25,57,Low,Pass
ST0436,Artificial Intelligence,5,86,3.76,16,9,48,78,Low,Pass
ST0437,Software Engineering,8,74,2.98,17,8,37,71,Low,Fail
ST0438,Information Technology,1,69,2.96,14,6,34,66,Medium,Fail
ST0439,Software Engineering,5,44,1.6,5,5,28,37,Medium,Fail
ST0440,Computer Science,4,76,2.49,12,6,30,52,Medium,Fail
ST0441,Artificial Intelligence,2,86,3.88,20,9,50,92,Low,Pass
ST0442,Artificial Intelligence,2,73,2.39,17,7,36,49,Low,Fail
ST0443,Artificial Intelligence,6,71,2.58,17,7,34,67,Low,Fail
ST0444,Software Engineering,6,45,1.5,8,3,30,33,High,Fail
ST0445,Information Technology,8,75,3.08,17,8,36,69,Medium,Pass
ST0446,Computer Science,2,87,3.87,17,10,43,83,Low,Pass
ST0447,Software Engineering,8,56,2.0,11,3,20,37,High,Fail
ST0448,Artificial Intelligence,7,72,3.09,14,6,39,61,Low,Fail
ST0449,Data Science,3,72,3.05,12,6,39,50,Low,Fail
ST0450,Computer Science,4,41,1.67,12,3,21,28,High,Fail
ST0451,Computer Science,1,81,3.11,15,8,40,74,Medium,Pass
ST0452,Data Science,7,50,1.58,9,4,29,37,Medium,Fail
ST0453,Data Science,8,67,2.76,16,6,37,56,Medium,Fail
ST0454,Software Engineering,5,40,1.9,7,5,22,27,Medium,Fail
ST0455,Computer Science,6,90,3.49,16,10,43,88,Low,Pass
ST0456,Information Technology,3,80,2.73,12,8,25,52,Low,Pass
ST0457,Information Technology,3,69,2.86,10,6,26,50,Medium,Fail
ST0458,Data Science,8,59,2.27,5,4,21,26,High,Fail
ST0459,Software Engineering,5,98,3.68,20,8,49,96,Low,Pass
ST0460,Computer Science,2,75,3.12,11,6,37,57,Low,Pass
ST0461,Information Technology,1,98,3.86,20,8,42,90,Low,Pass
ST0462,Computer Science,6,68,2.38,12,5,38,61,Medium,Fail
ST0463,Software Engineering,7,78,2.5,17,8,36,63,Low,Pass
ST0464,Artificial Intelligence,7,92,3.93,16,9,49,92,Low,Pass
ST0465,Artificial Intelligence,4,85,3.66,16,10,40,87,Low,Pass
ST0466,Data Science,5,68,2.44,14,7,38,63,Medium,Fail
ST0467,Artificial Intelligence,5,53,1.94,12,3,25,37,High,Fail
ST0468,Software Engineering,2,77,2.95,11,6,39,70,Low,Pass
ST0469,Software Engineering,2,75,3.01,10,6,37,65,Low,Pass
ST0470,Data Science,1,84,2.69,11,7,32,56,Low,Pass
ST0471,Computer Science,8,52,1.99,9,2,22,40,High,Fail
ST0472,Information Technology,4,94,3.36,20,10,48,97,Low,Pass
ST0473,Artificial Intelligence,7,86,3.49,16,8,41,83,Low,Pass
ST0474,Artificial Intelligence,6,77,2.82,10,5,27,62,Medium,Pass
ST0475,Software Engineering,5,48,1.68,8,5,26,38,Medium,Fail
ST0476,Data Science,5,68,2.8,14,7,28,70,Medium,Fail
ST0477,Data Science,1,58,1.88,8,4,27,41,High,Fail
ST0478,Data Science,6,87,3.51,17,10,43,100,Low,Pass
ST0479,Computer Science,6,56,1.92,9,3,24,22,High,Fail
ST0480,Software Engineering,8,70,2.72,15,6,33,50,Low,Fail
ST0481,Software Engineering,6,92,3.9,17,8,43,82,Low,Pass
ST0482,Information Technology,6,43,2.23,12,2,28,21,High,Fail
ST0483,Computer Science,3,83,3.07,17,6,33,57,Low,Pass
ST0484,Computer Science,8,78,2.73,10,7,37,72,Low,Pass
ST0485,Artificial Intelligence,6,79,2.58,10,5,31,57,Low,Pass
ST0486,Software Engineering,6,73,2.47,14,6,33,60,Medium,Fail
ST0487,Information Technology,3,71,2.67,15,7,37,53,Medium,Fail
ST0488,Software Engineering,7,92,3.85,18,8,48,88,Low,Pass
ST0489,Information Technology,3,89,3.58,16,8,46,90,Low,Pass
ST0490,Computer Science,3,75,3.0,14,7,26,57,Low,Pass
ST0491,Artificial Intelligence,6,93,3.58,16,9,45,83,Low,Pass
ST0492,Artificial Intelligence,3,73,2.61,16,5,36,72,Low,Fail
ST0493,Software Engineering,8,81,2.73,17,5,37,64,Medium,Pass
ST0494,Computer Science,2,60,2.14,10,5,30,39,High,Fail
ST0495,Artificial Intelligence,7,92,3.45,18,10,44,94,Low,Pass
ST0496,Software Engineering,1,64,2.18,10,5,26,25,Medium,Fail
ST0497,Computer Science,2,73,3.14,11,6,30,57,Low,Fail
ST0498,Artificial Intelligence,2,55,1.93,5,5,28,44,Medium,Fail
ST0499,Software Engineering,8,67,2.88,16,7,32,52,Medium,Fail
ST0500,Information Technology,5,90,3.22,18,9,47,89,Low,Pass
ST0501,Information Technology,8,82,2.46,17,8,34,74,Medium,Fail
ST0502,Computer Science,5,87,3.55,18,9,44,79,Low,Pass
ST0503,Data Science,8,89,3.48,19,10,40,97,Low,Pass
ST0504,Software Engineering,6,98,3.84,20,8,40,92,Low,Pass
ST0505,Artificial Intelligence,4,82,2.69,13,6,37,71,Medium,Pass
ST0506,Information Technology,5,92,3.61,20,10,50,83,Low,Pass
ST0507,Information Technology,8,53,1.65,6,3,22,29,Medium,Fail
ST0508,Computer Science,3,84,2.74,15,5,29,46,Low,Pass
ST0509,Data Science,1,89,3.77,16,8,41,79,Low,Pass
ST0510,Artificial Intelligence,1,98,3.45,19,9,47,97,Low,Pass
ST0511,Software Engineering,3,89,3.24,19,8,48,90,Low,Pass
ST0512,Computer Science,4,48,2.15,5,2,23,32,High,Fail
ST0513,Artificial Intelligence,5,88,3.62,17,9,46,96,Low,Pass
ST0514,Artificial Intelligence,8,86,3.8,20,10,41,83,Low,Pass
ST0515,Artificial Intelligence,7,86,3.89,17,8,43,95,Low,Pass
ST0516,Information Technology,8,93,3.67,19,8,40,76,Low,Pass
ST0517,Computer Science,6,87,3.4,19,8,50,94,Low,Pass
ST0518,Information Technology,6,89,3.76,16,8,47,82,Low,Pass
ST0519,Software Engineering,6,64,1.77,12,3,20,42,High,Fail
ST0520,Software Engineering,8,86,3.59,19,10,44,92,Low,Pass
ST0521,Artificial Intelligence,8,82,2.61,17,7,30,47,Low,Pass
ST0522,Artificial Intelligence,4,57,1.79,5,5,22,20,High,Fail
ST0523,Data Science,6,82,3.03,13,8,29,64,Medium,Pass
ST0524,Computer Science,4,68,2.39,11,5,29,50,Low,Fail
ST0525,Information Technology,4,68,2.33,16,8,33,46,Medium,Fail
ST0526,Information Technology,6,65,3.13,13,8,27,59,Low,Fail
ST0527,Computer Science,5,78,3.03,10,7,26,68,Low,Pass
ST0528,Information Technology,3,56,1.58,8,5,23,26,Medium,Fail
ST0529,Software Engineering,3,78,2.96,15,8,38,73,Low,Pass
ST0530,Artificial Intelligence,6,81,2.6,12,8,36,73,Medium,Pass
ST0531,Data Science,6,78,3.04,15,6,31,57,Medium,Pass
ST0532,Computer Science,5,77,2.3,10,7,25,61,Low,Fail
ST0533,Computer Science,2,72,2.49,15,5,33,74,Low,Fail
ST0534,Information Technology,2,69,2.42,15,6,32,53,Medium,Fail
ST0535,Computer Science,5,71,2.95,15,8,30,60,Low,Fail
ST0536,Computer Science,7,83,2.64,10,7,36,73,Medium,Pass
ST0537,Information Technology,6,47,2.09,5,5,20,29,Medium,Fail
ST0538,Information Technology,8,75,2.75,13,6,26,66,Medium,Pass
ST0539,Data Science,2,67,2.5,14,8,29,49,Medium,Fail
ST0540,Software Engineering,3,66,2.79,14,5,37,61,Medium,Fail
ST0541,Artificial Intelligence,7,71,2.73,13,6,32,47,Medium,Fail
ST0542,Artificial Intelligence,6,83,2.38,16,8,36,56,Low,Fail
ST0543,Computer Science,8,65,2.99,12,7,39,64,Low,Fail
ST0544,Information Technology,4,47,1.66,10,3,21,23,Medium,Fail
ST0545,Software Engineering,6,49,1.51,6,4,27,35,Medium,Fail
ST0546,Information Technology,7,71,2.48,14,8,29,67,Low,Fail
ST0547,Data Science,1,56,1.53,7,2,24,26,High,Fail
ST0548,Software Engineering,7,65,2.36,14,7,28,45,Medium,Fail
ST0549,Software Engineering,3,56,2.27,6,4,27,39,Medium,Fail
ST0550,Data Science,6,79,2.8,10,5,32,74,Medium,Pass
ST0551,Artificial Intelligence,1,70,2.32,15,7,34,52,Medium,Fail
ST0552,Computer Science,3,40,2.25,9,3,22,30,High,Fail
ST0553,Artificial Intelligence,7,81,3.15,13,8,32,63,Low,Pass
ST0554,Artificial Intelligence,3,50,1.85,7,3,30,24,Medium,Fail
ST0555,Software Engineering,2,81,3.11,16,6,30,55,Low,Pass
ST0556,Software Engineering,5,69,2.95,15,8,38,54,Medium,Fail
ST0557,Software Engineering,4,43,1.6,5,4,29,38,Medium,Fail
ST0558,Data Science,3,76,2.37,17,6,40,67,Medium,Fail
ST0559,Data Science,5,69,2.45,13,5,38,69,Low,Fail
ST0560,Artificial Intelligence,8,91,3.81,16,8,47,94,Low,Pass
ST0561,Data Science,2,47,1.84,5,5,25,32,Medium,Fail
ST0562,Software Engineering,1,66,3.08,13,8,26,62,Medium,Fail
ST0563,Information Technology,5,97,3.91,18,9,42,88,Low,Pass
ST0564,Software Engineering,2,62,1.91,7,5,30,34,Medium,Fail
ST0565,Data Science,3,62,1.93,11,5,25,34,Medium,Fail
ST0566,Computer Science,2,71,3.09,11,7,35,67,Low,Fail
ST0567,Data Science,3,99,3.71,16,10,46,98,Low,Pass
ST0568,Computer Science,3,66,2.98,15,6,30,72,Low,Fail
ST0569,Computer Science,4,74,2.95,17,7,30,48,Low,Fail
ST0570,Software Engineering,4,73,2.31,17,8,25,64,Medium,Fail
ST0571,Computer Science,4,80,2.7,17,5,25,52,Medium,Pass
ST0572,Artificial Intelligence,5,86,3.72,16,8,40,96,Low,Pass
ST0573,Information Technology,8,41,1.59,7,3,30,29,Medium,Fail
ST0574,Data Science,2,66,2.38,14,7,36,73,Medium,Fail
ST0575,Software Engineering,4,42,1.73,7,2,24,30,High,Fail
ST0576,Information Technology,5,68,2.81,11,8,34,58,Medium,Fail
ST0577,Artificial Intelligence,4,84,2.61,12,8,40,60,Low,Pass
ST0578,Computer Science,7,40,1.59,12,2,23,39,High,Fail
ST0579,Computer Science,5,82,3.02,13,5,31,67,Medium,Pass
ST0580,Software Engineering,1,81,2.79,10,5,35,55,Medium,Pass
ST0581,Data Science,3,95,3.94,19,9,40,95,Low,Pass
ST0582,Computer Science,7,99,3.91,20,9,47,100,Low,Pass
ST0583,Computer Science,6,49,1.95,10,2,23,38,High,Fail
ST0584,Software Engineering,7,48,2.16,10,5,30,37,Medium,Fail
ST0585,Software Engineering,8,74,2.93,15,5,33,58,Low,Fail
ST0586,Computer Science,4,74,2.49,14,6,28,56,Low,Fail
ST0587,Artificial Intelligence,5,65,3.01,12,6,35,74,Medium,Fail
ST0588,Data Science,1,88,3.86,20,10,42,81,Low,Pass
ST0589,Computer Science,1,81,2.4,14,5,27,55,Medium,Fail
ST0590,Artificial Intelligence,5,74,2.32,14,6,35,51,Low,Fail
ST0591,Information Technology,1,79,2.9,14,6,30,53,Low,Pass
ST0592,Software Engineering,4,68,2.48,15,7,33,49,Medium,Fail
ST0593,Computer Science,1,95,3.63,16,8,40,90,Low,Pass
ST0594,Information Technology,4,67,2.68,12,8,36,54,Medium,Fail
ST0595,Artificial Intelligence,8,99,3.65,16,10,47,78,Low,Pass
ST0596,Software Engineering,7,79,2.72,13,6,33,74,Medium,Pass
ST0597,Computer Science,8,75,3.0,15,8,40,45,Low,Pass
ST0598,Computer Science,7,79,3.05,14,7,29,61,Low,Pass
ST0599,Data Science,3,67,3.01,17,8,38,52,Low,Fail
ST0600,Computer Science,3,75,2.49,16,8,35,62,Low,Fail
ST0601,Software Engineering,8,83,3.04,11,8,35,62,Low,Pass
ST0602,Software Engineering,2,77,2.36,11,8,35,60,Low,Fail
ST0603,Data Science,5,58,2.21,5,3,30,24,High,Fail
ST0604,Computer Science,6,79,2.47,15,7,34,74,Medium,Fail
ST0605,Computer Science,1,84,3.18,16,6,34,46,Medium,Pass
ST0606,Data Science,6,76,2.4,14,5,32,58,Medium,Fail
ST0607,Data Science,6,78,2.79,12,8,29,51,Medium,Pass
ST0608,Data Science,8,89,3.31,16,10,40,79,Low,Pass
ST0609,Information Technology,8,44,1.57,11,5,29,33,Medium,Fail
ST0610,Software Engineering,8,79,2.64,13,6,38,64,Low,Pass
ST0611,Computer Science,6,73,2.67,15,5,26,63,Medium,Fail
ST0612,Data Science,4,67,2.43,14,8,27,61,Low,Fail
ST0613,Data Science,8,67,2.91,14,5,35,62,Low,Fail
ST0614,Software Engineering,5,80,2.81,15,8,36,70,Medium,Pass
ST0615,Information Technology,8,94,3.78,20,9,40,95,Low,Pass
ST0616,Data Science,5,86,3.73,18,10,49,75,Low,Pass
ST0617,Artificial Intelligence,5,87,3.88,18,9,42,94,Low,Pass
ST0618,Artificial Intelligence,3,40,2.09,7,3,30,34,High,Fail
ST0619,Data Science,8,47,1.88,5,4,21,24,Medium,Fail
ST0620,Artificial Intelligence,1,47,2.02,7,3,29,43,High,Fail
ST0621,Data Science,4,43,1.54,12,5,27,29,High,Fail
ST0622,Artificial Intelligence,7,77,2.72,12,8,25,54,Medium,Pass
ST0623,Artificial Intelligence,6,61,2.26,6,4,26,39,High,Fail
ST0624,Information Technology,4,88,3.4,20,9,47,99,Low,Pass
ST0625,Computer Science,2,56,1.77,7,4,28,20,Medium,Fail
ST0626,Software Engineering,5,81,2.39,17,7,32,68,Medium,Fail
ST0627,Computer Science,2,87,3.25,20,10,43,94,Low,Pass
ST0628,Artificial Intelligence,3,89,3.5,20,8,41,97,Low,Pass
ST0629,Artificial Intelligence,6,87,3.71,18,9,50,99,Low,Pass
ST0630,Artificial Intelligence,1,87,3.42,16,9,46,85,Low,Pass
ST0631,Data Science,3,48,1.64,6,5,23,39,High,Fail
ST0632,Computer Science,1,98,3.37,16,9,44,78,Low,Pass
ST0633,Computer Science,1,93,3.82,16,9,42,95,Low,Pass
ST0634,Data Science,8,73,2.43,15,8,25,61,Medium,Fail
ST0635,Artificial Intelligence,6,67,2.78,10,8,40,48,Medium,Fail
ST0636,Software Engineering,4,67,2.63,15,5,39,69,Medium,Fail
ST0637,Computer Science,8,77,2.89,14,8,28,65,Medium,Pass
ST0638,Data Science,8,54,2.08,7,2,23,20,Medium,Fail
ST0639,Artificial Intelligence,1,94,3.6,19,8,40,85,Low,Pass
ST0640,Computer Science,4,41,1.82,8,5,30,37,Medium,Fail
ST0641,Software Engineering,4,89,3.59,16,9,49,76,Low,Pass
ST0642,Computer Science,2,86,3.92,16,9,49,80,Low,Pass
ST0643,Artificial Intelligence,7,92,3.25,17,9,45,100,Low,Pass
ST0644,Computer Science,6,89,3.46,17,8,49,80,Low,Pass
ST0645,Data Science,3,89,3.81,17,10,45,92,Low,Pass
ST0646,Computer Science,8,86,3.31,20,9,42,75,Low,Pass
ST0647,Software Engineering,8,90,3.94,20,9,46,97,Low,Pass
ST0648,Information Technology,1,93,3.62,19,8,42,94,Low,Pass
ST0649,Computer Science,7,100,3.69,16,10,44,86,Low,Pass
ST0650,Computer Science,5,71,2.4,11,7,32,59,Low,Fail
ST0651,Computer Science,1,89,3.75,19,9,42,80,Low,Pass
ST0652,Information Technology,1,74,2.49,14,7,39,46,Low,Fail
ST0653,Information Technology,8,85,3.59,16,8,43,98,Low,Pass
ST0654,Software Engineering,2,78,2.48,15,6,28,55,Low,Fail
ST0655,Data Science,1,71,2.63,13,5,40,63,Medium,Fail
ST0656,Artificial Intelligence,4,99,3.34,18,8,47,98,Low,Pass
ST0657,Data Science,8,46,1.77,5,2,24,24,Medium,Fail
ST0658,Data Science,2,75,2.5,14,6,30,63,Low,Pass
ST0659,Software Engineering,7,55,2.18,8,5,27,28,Medium,Fail
ST0660,Computer Science,7,98,3.66,20,8,49,75,Low,Pass
ST0661,Data Science,7,100,3.79,20,8,46,91,Low,Pass
ST0662,Software Engineering,7,62,2.15,12,5,23,22,Medium,Fail
ST0663,Software Engineering,5,94,3.39,16,8,47,96,Low,Pass
ST0664,Software Engineering,7,83,2.97,10,8,39,69,Low,Pass
ST0665,Artificial Intelligence,1,51,2.0,5,2,26,42,High,Fail
ST0666,Computer Science,6,73,2.92,13,5,35,68,Low,Fail
ST0667,Information Technology,2,96,3.57,16,9,45,80,Low,Pass
ST0668,Software Engineering,4,71,2.42,15,6,28,65,Medium,Fail
ST0669,Data Science,6,73,2.75,16,7,26,47,Medium,Fail
ST0670,Software Engineering,2,81,3.04,17,7,39,64,Medium,Pass
ST0671,Artificial Intelligence,3,54,1.57,11,3,24,22,Medium,Fail
ST0672,Data Science,5,89,3.6,17,10,50,75,Low,Pass
ST0673,Software Engineering,5,57,2.24,12,4,26,34,Medium,Fail
ST0674,Artificial Intelligence,6,92,3.87,20,10,45,88,Low,Pass
ST0675,Software Engineering,5,81,3.05,17,8,34,63,Low,Pass
ST0676,Software Engineering,8,47,1.88,9,2,22,31,High,Fail
ST0677,Software Engineering,3,70,2.93,14,6,30,71,Low,Fail
ST0678,Information Technology,4,95,3.66,19,9,45,80,Low,Pass
ST0679,Computer Science,5,75,3.17,12,7,39,62,Low,Pass
ST0680,Artificial Intelligence,6,52,2.24,7,5,25,24,Medium,Fail
ST0681,Computer Science,8,74,3.16,12,8,35,67,Low,Fail
ST0682,Computer Science,6,88,3.45,19,10,43,89,Low,Pass
ST0683,Computer Science,8,84,2.87,13,7,31,45,Low,Pass
ST0684,Data Science,3,52,1.65,10,2,30,31,High,Fail
ST0685,Data Science,4,76,2.31,15,7,34,59,Low,Fail
ST0686,Information Technology,3,78,3.02,14,6,38,68,Medium,Pass
ST0687,Computer Science,2,69,2.48,17,7,27,74,Medium,Fail
ST0688,Information Technology,5,73,2.67,17,6,31,50,Medium,Fail
ST0689,Software Engineering,1,74,3.04,14,8,39,52,Low,Fail
ST0690,Computer Science,4,100,3.3,18,9,42,90,Low,Pass
ST0691,Information Technology,8,93,3.59,16,10,45,93,Low,Pass
ST0692,Software Engineering,5,73,2.86,17,5,36,61,Low,Fail
ST0693,Data Science,6,69,2.58,12,7,30,46,Medium,Fail
ST0694,Information Technology,2,76,2.34,14,5,31,69,Low,Fail
ST0695,Information Technology,2,57,1.75,10,4,24,41,High,Fail
ST0696,Computer Science,3,69,2.31,14,7,40,58,Medium,Fail
ST0697,Data Science,2,92,3.87,20,10,48,92,Low,Pass
ST0698,Software Engineering,6,67,2.4,12,5,40,56,Medium,Fail
ST0699,Software Engineering,4,59,1.91,10,3,24,20,Medium,Fail
ST0700,Computer Science,7,44,2.04,9,3,23,24,Medium,Fail
ST0701,Data Science,1,100,3.81,16,8,41,76,Low,Pass
ST0702,Computer Science,2,93,3.23,18,10,40,99,Low,Pass
ST0703,Software Engineering,2,46,1.96,8,3,30,31,Medium,Fail
ST0704,Computer Science,2,48,2.25,10,4,22,36,Medium,Fail
ST0705,Software Engineering,2,64,1.51,8,3,24,25,Medium,Fail
ST0706,Data Science,6,62,1.88,7,5,30,23,Medium,Fail
ST0707,Data Science,3,81,2.5,11,7,28,59,Low,Pass
ST0708,Artificial Intelligence,7,62,1.73,5,2,25,35,Medium,Fail
ST0709,Computer Science,4,74,2.91,17,6,38,54,Medium,Fail
ST0710,Data Science,2,55,2.24,10,3,20,41,High,Fail
ST0711,Artificial Intelligence,2,67,2.41,16,8,28,68,Low,Fail
ST0712,Information Technology,5,50,1.66,11,2,23,33,High,Fail
ST0713,Computer Science,2,77,2.62,16,8,33,49,Medium,Pass
ST0714,Computer Science,1,100,3.38,17,8,41,98,Low,Pass
ST0715,Information Technology,2,65,3.17,16,7,29,54,Low,Fail
ST0716,Computer Science,1,54,1.66,12,5,28,28,High,Fail
ST0717,Software Engineering,1,43,1.8,10,5,27,34,Medium,Fail
ST0718,Data Science,7,74,3.09,12,8,38,49,Medium,Fail
ST0719,Artificial Intelligence,7,58,2.03,12,5,28,25,Medium,Fail
ST0720,Software Engineering,1,77,2.85,15,7,35,46,Low,Pass
ST0721,Artificial Intelligence,6,51,2.14,5,4,26,23,High,Fail
ST0722,Artificial Intelligence,2,66,2.89,13,6,34,63,Low,Fail
ST0723,Information Technology,7,90,3.22,18,8,47,96,Low,Pass
ST0724,Information Technology,6,78,2.54,17,5,35,57,Medium,Pass
ST0725,Software Engineering,6,100,3.28,17,9,47,91,Low,Pass
ST0726,Artificial Intelligence,5,76,3.16,13,8,27,71,Low,Pass
ST0727,Information Technology,2,97,3.84,20,10,41,97,Low,Pass
ST0728,Information Technology,5,67,2.8,17,8,31,56,Low,Fail
ST0729,Information Technology,8,53,2.02,10,3,26,32,High,Fail
ST0730,Data Science,4,85,3.7,20,8,49,90,Low,Pass
ST0731,Software Engineering,8,98,3.95,16,10,43,86,Low,Pass
ST0732,Data Science,4,94,3.88,19,9,41,95,Low,Pass
ST0733,Software Engineering,7,94,3.72,18,10,49,82,Low,Pass
ST0734,Data Science,7,91,3.22,18,9,47,92,Low,Pass
ST0735,Computer Science,3,66,2.48,14,6,25,53,Medium,Fail
ST0736,Data Science,2,55,2.12,5,2,25,39,High,Fail
ST0737,Information Technology,2,61,2.02,6,5,22,27,Medium,Fail
ST0738,Artificial Intelligence,6,83,3.15,14,8,27,52,Low,Pass
ST0739,Software Engineering,3,63,1.81,8,5,23,24,Medium,Fail
ST0740,Information Technology,6,54,1.82,5,5,28,31,Medium,Fail
ST0741,Computer Science,5,72,3.16,12,7,40,67,Medium,Fail
ST0742,Artificial Intelligence,5,84,2.33,10,6,33,62,Medium,Fail
ST0743,Artificial Intelligence,5,61,1.6,8,5,26,20,High,Fail
ST0744,Computer Science,7,92,3.44,17,9,50,85,Low,Pass
ST0745,Computer Science,7,87,3.86,19,9,46,85,Low,Pass
ST0746,Computer Science,8,62,1.71,6,4,26,39,High,Fail
ST0747,Artificial Intelligence,5,60,2.01,12,3,20,32,Medium,Fail
ST0748,Artificial Intelligence,3,68,2.44,12,8,35,59,Medium,Fail
ST0749,Data Science,3,95,3.84,17,8,46,86,Low,Pass
ST0750,Software Engineering,5,58,1.68,5,3,21,34,Medium,Fail
ST0751,Computer Science,2,98,3.68,17,8,45,80,Low,Pass
ST0752,Artificial Intelligence,4,78,2.99,17,8,28,52,Low,Pass
ST0753,Software Engineering,5,100,3.51,19,8,49,81,Low,Pass
ST0754,Artificial Intelligence,4,78,3.01,10,7,33,52,Medium,Pass
ST0755,Data Science,4,79,2.38,17,6,35,67,Medium,Fail
ST0756,Artificial Intelligence,8,84,2.53,11,5,26,55,Low,Pass
ST0757,Data Science,5,61,2.26,5,2,24,36,High,Fail
ST0758,Data Science,6,69,3.16,10,6,33,50,Medium,Fail
ST0759,Computer Science,6,95,3.77,19,8,44,78,Low,Pass
ST0760,Information Technology,5,55,2.19,9,4,26,29,High,Fail
ST0761,Computer Science,3,70,2.58,17,6,39,46,Low,Fail
ST0762,Data Science,2,86,3.58,17,10,47,88,Low,Pass
ST0763,Software Engineering,2,96,3.99,20,9,47,90,Low,Pass
ST0764,Information Technology,5,87,3.36,18,8,42,98,Low,Pass
ST0765,Computer Science,8,58,1.67,5,3,26,22,Medium,Fail
ST0766,Software Engineering,6,40,1.72,6,5,25,38,Medium,Fail
ST0767,Artificial Intelligence,1,99,3.86,19,9,50,83,Low,Pass
ST0768,Artificial Intelligence,1,60,1.99,12,4,29,24,Medium,Fail
ST0769,Data Science,4,66,2.96,16,5,37,53,Low,Fail
ST0770,Computer Science,3,91,3.33,19,9,50,99,Low,Pass
ST0771,Computer Science,6,98,3.79,18,10,49,79,Low,Pass
ST0772,Data Science,2,56,1.66,12,5,27,28,High,Fail
ST0773,Software Engineering,8,59,1.65,11,2,20,36,High,Fail
ST0774,Artificial Intelligence,8,69,3.13,11,7,39,58,Low,Fail
ST0775,Information Technology,5,89,3.75,18,8,48,88,Low,Pass
ST0776,Computer Science,7,87,3.93,20,8,48,88,Low,Pass
ST0777,Data Science,2,83,3.02,15,7,27,69,Low,Pass
ST0778,Artificial Intelligence,5,90,3.87,16,8,46,97,Low,Pass
ST0779,Software Engineering,4,79,2.97,17,7,35,74,Low,Pass
ST0780,Data Science,1,93,3.9,16,9,48,75,Low,Pass
ST0781,Artificial Intelligence,8,90,3.72,19,10,46,96,Low,Pass
ST0782,Software Engineering,1,84,2.62,16,7,27,49,Low,Pass
ST0783,Software Engineering,3,85,3.76,17,8,43,90,Low,Pass
ST0784,Computer Science,1,82,2.47,14,8,29,60,Medium,Fail
ST0785,Information Technology,8,89,3.79,19,9,47,75,Low,Pass
ST0786,Data Science,2,94,3.66,19,8,45,75,Low,Pass
ST0787,Software Engineering,8,55,2.08,9,2,27,32,High,Fail
ST0788,Computer Science,8,81,2.32,15,5,33,73,Medium,Fail
ST0789,Artificial Intelligence,8,76,2.7,16,5,30,54,Low,Pass
ST0790,Data Science,7,81,2.5,15,8,29,73,Medium,Pass
ST0791,Computer Science,5,61,2.02,10,5,22,39,Medium,Fail
ST0792,Artificial Intelligence,8,69,2.45,12,8,28,70,Medium,Fail
ST0793,Software Engineering,3,86,4.0,18,9,45,96,Low,Pass
ST0794,Information Technology,2,56,1.53,6,4,26,23,Medium,Fail
